,tweet_id,retweet_count,favorite_count,cleaned_tweet,length_before,length_after,ratio_of_length,number_of_upper_chars,has_question_marks,number_of_question_marks,has_exclamations,number_of_exclamation_marks,label
17,1242414259407130624,97800,358439,সেলিব্রিটিরা ভাইরাসটি দূরে সরিয়ে দেওয়ার চেষ্টা করে চলেছেন এটি একটি ডিজনি চলচ্চিত্র বা অন্য কিছু,87,87,1.0,2,0,0,0,0,0
18,1241973404992802818,85596,296774,আমি যদি কোভিড -১৯ এর অনুভূতি বিকাশ করি তবে এটি চলে যাবে,54,54,1.0,0,0,0,0,0,0
19,1241057919128526856,79256,391801,থ্রেড: আমি প্রায়শই এখানে চলচ্চিত্রের বিষয়ে কথা বলি তবে এখানে যায়। আমরা বর্তমানে সম্পূর্ণরূপে স্বল্প সরবরাহে অস্ত্রোপচারের মুখোশ এবং অন্যান্য মেডিকেল পোশাক তৈরির জন্য আমাদের কারখানাটিকে চালিত করছি। আমরা দিনে 2 মিলিয়ন মুখোশ তৈরি করতে পারি এবং এই সময়ের মধ্যে যে কোনও উপায়ে সম্ভব সহায়তা করতে চাইছি। covid19 URL,300,279,0.93,19,0,0,0,0,1
20,1240633773965918210,187182,850193,আমার মনস বাড়িটি বৃহস্পতিবার 6 টি ভিসোডিন পপ করবে এবং শনিবার সকালে এই নিরাময় হবে।,85,85,1.0,5,0,0,0,0,0
21,1241254183979765761,76400,315373,"আমি প্রায় সবকিছু ঠিকঠাক করেছি। বাড়িতে কাজ। গত 10 দিনে এক বন্ধুকে দেখেছি। একটি বড় টেবিলের দু'পাশে একটি পাবের বাইরে এক ঘন্টার জন্য একটি বিয়ার ছিল। টাটকা বায়ু, কোন যোগাযোগ নেই। আমার হাত 3 বার ধুয়েছি এখনও তার কাছ থেকে করোনাকে ধরেছিল এই জিনিসটি দিয়ে চারপাশে চোদো না।",266,262,0.9849624060150376,8,0,0,0,0,1
22,1241465915486670848,86484,390882,আমি বুঝতে পারি না যে এমসিডোনাল্ডস প্রতি বছর কীভাবে দুই বিলিয়ন হ্যামবার্গার পরিবেশন করতে পারে তবে আমি যখন ড্রাইভের মাধ্যমে পাঁচ মিলিয়ন অর্ডার করি তখন এটি সিস্টেমকে ছাপিয়ে যায়,150,150,1.0,2,0,0,0,0,0
23,1241009089091600392,74262,259407,ব্রো চিনা এখানে নিগাস পাওয়ার স্তরগুলি পড়ছে এবং আমরা পর্যাপ্ত পরীক্ষাও করতে পারি না,89,87,0.9775280898876404,2,0,0,0,0,0
24,1241466219791822849,80267,271769,এই করোনার বিষ্ঠা শেষ হয়ে গেলে আমাকে আমন্ত্রণ জানান। আমি জানি আমি মাঝে মাঝে ঝলকানি হয়ে থাকি তবে আমার পাছা বাইরে চলে আসবে আমি প্রতিশ্রুতি করব লোল,129,129,1.0,4,0,0,0,0,0
25,1241871812591419392,83021,157590,"তুমি তোমার প্রাক্তনকে মিস কর, আমি করোনার ভাইরাস ছাড়াই জীবনকে মিস করি",56,56,1.0,2,0,0,0,0,0
26,1241696164782669824,74313,167262,"“আমি তাকে থামিয়ে দিয়ে বললাম, দেখুন, এটা কোনও সিনেমা নয়। আপনি স্মিত হবেন না আমি কিংবদন্তি। বাড়িতে যেতে."" কোভিড ১৯ কোয়ারেন্টাইন লঙ্ঘনকারী লোকদের কাছে এটি হারাতে ইটালিয়ান মেয়রদের আপডেট সংকলন। হ্যাঁ, সাবটাইটেলগুলি সঠিক। URL টি",254,233,0.9173228346456693,16,0,0,0,0,0
27,1241287878354677760,71567,142812,"আপনার চিকিত্সকের পরামর্শ না থাকলে দয়া করে কোভিড ১৯-এর জন্য হাইড্রোক্সাইক্লোরোকুইন (প্লাকুইনিল) প্লাস অ্যাজিথ্রোমাইসিন গ্রহণ করবেন না। উভয় ওষুধই আপনার হার্টের Qt ব্যবধানকে প্রভাবিত করে এবং এরিথমিয়া এবং হঠাৎ মৃত্যুর কারণ হতে পারে, বিশেষত যদি আপনি অন্য মেডিস গ্রহণ করছেন বা হার্টের অবস্থা রয়েছে।",274,273,0.9963503649635036,17,0,0,0,0,1
28,1240335912329977858,282177,1357794,দিন 5: আমরা কৃষিকাজটি পুনরায় আবিষ্কার করেছি,35,35,1.0,2,0,0,0,0,0
29,1241902001539203073,66818,217083,এই করোনার ভাইরাস মধ্য এপ্রিল পেরিয়ে যাবে !! এটি অস্তিত্ব মধ্যে কথা বলা,70,70,1.0,4,0,0,1,2,1
30,1242302400762908685,70258,134503,আপনার সমর্থন এবং উত্সাহের অবিশ্বাস্য বার্তাগুলির জন্য সবাইকে ধন্যবাদ। আপনারা অনেকেই জিজ্ঞাসা করেছিলেন এখনই এটিকে কেমন দেখাচ্ছে। আমি আপনার সাথে কিছুটা ভাগ করতে চাই অনুগ্রহ করে আরটি করুন: কোনও এআর ডকের জীবনে একটি দিন - কোভিড ১৯ ফ্রন্টলাইন থেকে একটি সংক্ষিপ্ত প্রেরণ:,259,254,0.9806949806949807,23,0,0,0,0,0
31,1242476408896507910,71031,271277,"আমার সহকর্মীরা, আতঙ্কিত হওয়ার দরকার নেই। প্রয়োজনীয় পণ্য, ওষুধ ইত্যাদি পাওয়া যেত। কেন্দ্র এবং বিভিন্ন রাজ্য সরকার এটি নিশ্চিত করার জন্য নিবিড় সমন্বয় করে কাজ করবে। একসাথে, আমরা কোভিড -১৯ এর বিরুদ্ধে লড়াই করব এবং একটি স্বাস্থ্যকর ভারত তৈরি করব। জয় হিন্দ!",279,273,0.978494623655914,42,0,0,1,1,1
32,1241528549183385601,60980,245134,না .. এক ... গ্যাস্টনের মতো গ্যাস্টন কোয়ারানটাইনগুলির মতো পরিষ্কার,99,98,0.98989898989899,8,0,0,0,0,1
33,1241247329572683776,61815,169099,এই কারণেই ফ্লোরিডায় সৈকত বন্ধ হয়নি এবং কেন তারা ন্যূনতম কোভিড -19 প্রতিরোধ করেছে। পরম কর্মহীনতা। URL টি,145,125,0.8620689655172413,9,0,0,0,0,1
34,1241403715036291072,60724,155240,"আমার নতুন পছন্দের জিনিসটি হ'ল ইতালীয় মেয়র এবং আঞ্চলিক রাষ্ট্রপতিরা পৃথকীকরণ লঙ্ঘনকারী লোকদের দ্বারা এটি হারাচ্ছেন। এখানে একটি eng সাবটাইটেল সংকলন। “আমি শুনেছি আপনি স্নাতক দল নিক্ষেপ করতে চান। আমি পুলিশকে পাঠিয়ে দেব শিখার সাথে। "" কোভিড 19 করোন ভাইরাস ইউআরএল",286,264,0.9230769230769231,21,0,0,0,0,0
35,1240987594080559105,55029,85056,"covid-19 finally, some sensible advice from a nurse “what i have seen a lot of are recommendations for how to try to avoid getting coronavirus in the first place -- good hand washing, personal hygiene and social distancing -- but what i have not seen a lot of is advice for...",278,276,0.9928057553956835,13,0,0,0,0,0
36,1240666954958069768,65580,376602,"করোনার ভাইরাস বাস্তব নয়, সরকার কেবল দুই সপ্তাহের জন্য সবাইকে চায় যাতে তারা পাখির ব্যাটারি পরিবর্তন করতে পারে।",127,127,1.0,2,0,0,0,0,1
37,1241359584784044033,67049,74143,কোয়ারান্টিনের 6 দিন: আমার বাবা বিড়ালদের সাথে কোভিড -19 ইউআরএল সম্পর্কে একটি কথা বলেছেন,99,70,0.7070707070707071,5,0,0,0,0,0
38,1240620727306510342,104845,417370,"এই জেনারেশন জেড। আমি নামটি রাখতে চাই কারণ লোকেরা 40 বছর এবং হাজার বছরের অধীনে সবাইকে কল করতে পছন্দ করে। সহস্রাব্দগুলি বসন্ত বিরতিতে নয়। সহস্রাব্দগুলি ঘরে বসে তাদের বুড়ো পিতামাতার দিকে চিত্কার করে যাঁরা স্থির হয়ে বসে থাকবেন না কারণ তাদের ""ভয়ের উপরে বিশ্বাস"" রয়েছে।",258,254,0.9844961240310077,10,0,0,0,0,1
39,1240780691362570240,56042,347525,“ওহে ছেলেরা খুশী স্ব-কোয়ারেন্টাইন। করোনার ভাইরাস সত্যই জিনিস is বাহ আমার কোন ধারণা ছিল না! ধন্যবাদ কাইলি! URL টি,125,104,0.832,8,0,0,1,2,0
40,1241054976270614535,51305,129170,"বিশ্ব স্বাস্থ্য সংস্থা তরুণদের সতর্ক করে দিয়েছে: ""আপনি অজেয় নয়” "" কোভিড -১৯ আপনাকে ""কয়েক সপ্তাহের জন্য হাসপাতালে রেখেছিল, এমনকি হত্যা করতে পারে। এমনকি আপনি অসুস্থ না হলেও, আপনি কোথায় যান সে সম্পর্কে আপনার পছন্দ বাছাই করা অন্য কারও জন্য জীবন এবং মৃত্যুর মধ্যে পার্থক্য হতে পারে ”""",276,274,0.9927536231884058,11,0,0,0,0,1
41,1240847006907711490,49611,254071,এই মানুষ হাসপাতালের বিল আউট এত বেশি হতে হবে।,42,42,1.0,1,0,0,0,0,1
42,1241699484469526531,50803,70074,স্পেনের একটি হাসপাতালের ভিডিও। এটা দেখ. ভলিউম আপ সঙ্গে আবার এটি দেখুন। এখন সেই ব্রঞ্চটি বাতিল করুন। যে কফি মিলন আপ স্থগিত। বৃষ্টি বন্ধুদের সাথে ডিনার চেক। চুষছে না তাই না? তবে এই কোভিড 19 করোনভাইরাস স্থায়ী URL এর মতো শক্ত নয় hard,274,242,0.8832116788321168,23,1,1,0,0,0
43,1242087413868003333,49238,340223,যখন আপনি একজন গোলরক্ষক হন ... এবং একমাত্র শিশু ... স্ব-বিচ্ছিন্নতায় ... এবং আপনার প্রশিক্ষণের সাথে চালিয়ে যাওয়ার চেষ্টা করছেন ... নিজেই এই বিষয়টি সামনে এল! আমি খুব মুগ্ধ করোন ভাইরাস স্টিহোমেস্টেফেস ইউআরএল,215,191,0.8883720930232558,12,0,0,1,1,0
44,1240789646893821953,45875,117152,কোভিড -১৯ বড় হতে পারে তবে আমি আপনাকে কেবল মনে করিয়ে দিতে চাই যে আমাদের godশ্বর বড়।,79,78,0.9873417721518988,9,0,0,0,0,0
45,1242131768662282243,59435,271463,সিডিসি সবেমাত্র ঘোষণা করেছে যে করোনাকে ইনস্টাগ্রামের গল্পের চ্যালেঞ্জগুলির মাধ্যমে ছড়িয়ে দেওয়া যেতে পারে: - /,79,79,1.0,4,0,0,0,0,1
46,1241225019952263170,45726,71877,"কেটি পোর্টারের বোন, একজন চিকিত্সক, কোভিড -১৯ সংকটের সময়ে কীভাবে থাকার ফলে জীবন বাঁচাতে পারে তা ভেঙে দিচ্ছেন",130,110,0.8461538461538461,10,0,0,0,0,1
47,1240805124143906816,44451,139394,"আর কেউ এলোমেলোভাবে কার্ডির কণ্ঠে ""করোনার ভাইরাস"" চেঁচাচ্ছে?",65,65,1.0,4,1,1,0,0,0
48,1241745355957514241,45126,100141,"নাগরিকত্বের মর্যাদা নির্বিশেষে এই কর্মীদের সুরক্ষা, স্বাস্থ্যসেবা এবং অসুস্থ বেতনের প্রয়োজন। তাদের পরিষেবাগুলি অপরিহার্য এবং এই সমস্যাটি নিয়ে আরও আক্রমণাত্মক সংলাপ হওয়া দরকার। এগুলি ছাড়া জীবন কেমন হবে? আমি জানতে চাই না!",246,246,1.0,44,1,1,1,1,0
49,1240852412203589632,47696,139193,আমি: এইচ- আমার মা হোয়াটসঅ্যাপ থ্রেড থেকে স্নাতক হওয়ার পরে করোনার ভাইরাসে তার পিএইচডি সহ: ইউআরএল,107,86,0.8037383177570093,6,0,0,0,0,0
50,1241952866404687872,35984,86771,একে অপরের দেখাশোনা করে কোভিড ১৯ কে কাটিয়ে উঠার আশ্বাসের বিটিএসের বার্তাটি দেখুন! আমরা বার্তা চালিয়ে যাওয়ার জন্য পুত্র হিউং-মিনকে আমন্ত্রণ জানাই! ইউআরএল থাকুন সংযুক্ত থাকুন স্ট্রং_আরমি _ বিটিএস নিজেকে হিংসাকে শেষ করে,237,191,0.8059071729957806,32,0,0,1,2,0
51,1240683123362406410,43816,300077,শ্বেত লোকৰ কোবিড -১৯ জন কৃষ্ণগোষ্ঠী: রোনার সমকামী মানুষ: মিস রনা,76,67,0.881578947368421,17,0,0,0,0,0
52,1240831248861474816,42605,141986,কর্নো সিিস তুমি চলে যাচ্ছ ঠিক? URL টি,60,40,0.6666666666666666,3,1,1,0,0,0
53,1240714976060248064,46718,245654,বাহ ... আজ সকালে তোলা .... টিবিএইচ করোন ভাইরাস ইউআরএল এর আগে কখনও ভ্যাগাসকে এই খালি দেখেনি,103,82,0.7961165048543689,4,0,0,0,0,0
54,1240618235499819008,49370,302708,"একটি বাজে ফ্লু ছিল যা ডিসেম্বরে / শুরুর দিকে জান্নাতে গিয়েছিল। আমি আপনাকে বলছি, এটি করোনার ছিল। খালি পিপিএল অসুস্থ ছিল (আমাকে সহ) আমরা এখন করোনার লক্ষণ হিসাবে যা জানি তা অভিযোগ করে।",190,190,1.0,5,0,0,0,0,1
55,1240630649192677378,38278,266962,"সুতরাং, কোভিড -১৯-এর সমস্ত জিনিস আপ করার কারণে, আমি ভেবেছিলাম 'কেন আমাদের একটি টুইটার প্রম নেই?' সুতরাং, আরও অ্যাডো না করে, আমি আপনাকে আমার সমস্ত টুইটার প্রোম আমন্ত্রণ জানাই! আপনি কাউকে আপনার বন্ধু বা অংশীদার হিসাবে আপনার সাথে যেতে বলতে চাইতে পারেন। প্রচার 25 মার্চ অনুষ্ঠিত হবে। যোগদানের জন্য ইন্টারেক্ট করুন!",280,276,0.9857142857142858,14,1,1,1,2,0
56,1241439824239906817,43377,182650,ব্যাটম্যান এখন টেবিল bussing। সময় কঠিন।,41,41,1.0,2,0,0,0,0,0
57,1241986189437087744,47115,35037,এটি থেকে এই ইউআরএল,62,21,0.3387096774193548,4,0,0,0,0,0
58,1241385872001384449,37520,149432,"today we lost 2 colleagues, a young adult cardiology fellow &amp; a medical oncologist due to covid-19 . we pause to pray for them, and yet this war is just starting, with no end in sight! we ask for your prayers we ask our politicians to help and aggresively act for support!",279,276,0.989247311827957,11,0,0,1,2,1
59,1240690021759238144,61515,371022,চীন এর চেয়ে 24 গুণ বেশি মানুষ ...,44,44,1.0,2,0,0,0,0,1
60,1241050910085840903,38541,156419,"after this is all over, please remember in future job interviews to ask them what their company did to protect their employees with regards to the global covid-19 situation. can't be risking working for wayward companies.",221,221,1.0,7,0,0,0,0,0
61,1242136816469389316,35373,147136,15 বছর আগে করোনার ইউআরএলের বিরুদ্ধে লড়াই করে আমার ফ্লিনস্টোনস আঠালো,82,60,0.7317073170731707,5,0,0,0,0,1
62,1240797127539920896,45888,126643,তবে দু'জনে ইউআরএল বলেছেন —,45,25,0.5555555555555556,5,0,0,0,0,0
63,1240340480342310915,98068,550226,"ওহে. হ্যাঁ, এটি চীন থেকে উদ্ভূত হয়েছিল, তবে প্রযুক্তিগত শব্দটি কোভিড -১৯ আপনার মায়ের বুক স্কাইল্লার্কের পিছন থেকে উত্থিত হয়েছিল, তবে আমরা তাকে জুডিথ মানে না বলে আখ্যায়িত করি।",164,159,0.9695121951219512,9,0,0,0,0,1
64,1241135631406977031,33928,77181,ডোমিকান প্রজাতন্ত্র কোভিড -19 ইউআরএলটির নিরাময়ের সন্ধান করেছে,72,50,0.6944444444444444,6,0,0,0,0,1
65,1242255630938845184,40879,129354,তোমার সব আঠা আছে? আমি সেই খাঁটি শিলাটি খাচ্ছিলাম যা আমরা একইভাবে তৈরি করি না,74,74,1.0,6,1,1,0,0,0
66,1241090332676194310,33671,77138,the epidemiologist who helped eradicate smallpox says trump’s early handling of covid-19 is “is the most irresponsible act of an elected official that i've ever witnessed in my lifetime.” URL,211,191,0.9052132701421801,14,0,0,0,0,1
67,1242114805588267008,38869,133168,আসন্ন সপ্তাহগুলিতে কোভিড -১৯ এর বিরুদ্ধে লড়াইয়ের দিকে আমাদের কীভাবে এগিয়ে আসা দরকার সে সম্পর্কে জনস্বাস্থ্য বিশেষজ্ঞদের মধ্যে বর্তমান সেরা চিন্তার কার্যকর সংক্ষিপ্তসার এখানে রয়েছে। URL টি,179,159,0.888268156424581,10,0,0,0,0,0
68,1240743583860195328,41743,184932,করোন ভাইরাস হিসাবে গানে ভিডিও তৈরি করা সেলিব্রিটিরা এখন বিশ্বব্যাপী ইউআরএল-এর 230 কে-র ক্ষেত্রে শীর্ষে রয়েছে,109,88,0.8073394495412844,4,0,0,0,0,1
69,1240859409397547010,37637,213853,"কোভিড -১৯ ব্রিফিংয়ের পরে যে সিনেটর ইনসাইডার ট্রেডিং করেছেন তাদের তত্ক্ষণাত পদত্যাগ করা উচিত। হ্যাঁ, এটি উভয় পক্ষেই প্রযোজ্য।",130,129,0.9923076923076923,8,0,0,0,0,0
70,1240722087381262337,40808,109877,বরফ ডাক্তার হওয়ার ভান করে। কোন চোদার শব্দ নেই। পারলে দান করুন,81,81,1.0,5,0,0,0,0,1
71,1240729932948439045,34080,166440,ব্রড আইডিকি যা চলছে তবে আমি তাদের সাথে একমত হই। মিনি কুপার্স যৌনসঙ্গম। ছোট গাধা গাড়ি সর্বদা পার্কিং স্পটের মতো দেখতে যতক্ষণ না আপনি কাছে আসেন।,137,137,1.0,4,0,0,0,0,0
72,1242493913337913345,44634,228529,আমাদের চিকিত্সা পেশাদাররা হিরো আমাদের দেশ চালিয়ে যাওয়ার জন্য লাইনে রাখছেন। ইতিমধ্যে একটি সংকটের প্রথম লাইনে লড়াই করা একজন ইরান ডাক্তার কীভাবে এই একদিনের মধ্যে দিয়েছিলেন তা এখানে একবার দেখুন। আমাদের বাড়িতে থাকার মাধ্যমে তাদের সাহায্য করার জন্য একটি ভাল অনুস্মারক।,274,274,1.0,5,0,0,0,0,0
73,1241512518721376257,33729,168767,"লুকোশিয়ার প্রেসিডেন্ট তার করোনার ড্রিপটিতে দেখিয়েছেন, হাতে তৈরি সিলেক্ট ফ্যাব্রিক সার্জিক্যাল মাস্ক ..... অনবদ্য URL",137,117,0.8540145985401459,6,0,0,0,0,1
74,1240328267472740352,38886,135450,this episode of black mirror is too fucking long,48,48,1.0,3,0,0,0,0,0
75,1240353157693177858,50505,211422,এই করোনার জন্য আপনি বড় ফ্যাট সাদা কদর্য গন্ধযুক্ত ফ্যাট দুশ্চরিত্রা আপনি কেন আমাকে ট্রিফলিন নোংরা সাদা বর্ণবাদী গাধা দিয়ে মাদারফাকিনের সময়সূচী থেকে সরিয়ে নিয়েছেন আপনি বড় ফ্যাট দুশ্চরিত্রা ওমপা লুমপা শরীরের গাধা দুশ্চরিত্রা আমি সেখানে আসছি এবং আমি ফাককে মারব আপনার কাছ থেকে দুশ্চরিত্রা,261,260,0.9961685823754789,9,0,0,0,0,0
76,1241951568855019521,28990,59808,এই তিনটি গানই আমি শুনতে পাচ্ছি যে আমি আমার কর্ণধারকে শুনছি এই করোনাকে এখনই নিয়ে যান! URL টি,105,83,0.7904761904761904,8,0,0,1,1,0
77,1240709511226077186,37173,31793,"সমস্ত নায়করা ক্যাপ পরে না, কখনও কখনও তারা কেবল কম্বল পরে 2 সপ্তাহ ধরে নেটফ্লিক্স এন চিল পরে",92,92,1.0,1,0,0,0,0,0
78,1241052280452833281,33123,39342,its always the comfortable spots hits 3g,42,40,0.9523809523809523,1,0,0,0,0,0
79,1241836135195828225,25714,137925,আমাকে হারোন ওয়েইনস্টেইন ইউআরএল সংক্রামিত করার পরে করোনায় পৌঁছে গেলেন,84,64,0.7619047619047619,6,0,0,0,0,0
80,1240906846933790720,26210,123968,"জার্মানি এক সপ্তাহে 160k কোভিড -19 পরীক্ষা চালাচ্ছে। এটিতে মোট 35k ভেন্টিলেটর রয়েছে, 10 কে সরকার কর্তৃক তৈরি করার নির্দেশ দেওয়া হয়েছে। এটি বার্লিনে নতুন 1 কে বিছানার হাসপাতালকে রূপান্তর করেছে। এটির মৃত্যুর হার ক্ষুদ্র বিসিওএস এর গণ পরীক্ষার ফলে পৃথকীকরণ এবং বিসিও-তে এর কম রিপোর্ট করা কেস পাওয়া যায়।",276,274,0.9927536231884058,6,0,0,0,0,1
81,1240858151211028480,31799,48018,কোভিড -19 কোয়ারান্টাইন পরে লোকেরা: ইউআরএল,63,42,0.6666666666666666,6,0,0,0,0,0
82,1242540756209774592,23974,54362,"ব্রেকিং: ১৮ বছরের কম বয়সী একটি শিশু লস অ্যাঞ্জেলেসে করোনাভাইরাসজনিত কারণে মারা গেছে, জনস্বাস্থ্য কর্মকর্তারা ঘোষণা করেছেন যে আমাদের মধ্যে ভাইরাস থেকে প্রথম সন্তানের মৃত্যু বলে মনে করা হয়। লা স্বাস্থ্য আধিকারিক বলেছেন, ""কোভিড -১৯ সমস্ত বয়সের লোককে সংক্রামিত করে এমন এক বিধ্বংসী স্মরণিকা।""",278,277,0.9964028776978417,14,0,0,0,0,1
83,1242458760364175360,26852,91724,কোভিড -১৯ বিপদে লড়াই করার বিষয়ে জাতিকে সম্বোধন করছেন। indiafightscorona URL,97,76,0.7835051546391752,15,0,0,0,0,0
84,1240647292543262721,27888,156943,y’all dirty mfs brought corona home from miami &amp; now it’s increased by 88% in 48hrs ....,92,92,1.0,5,0,0,0,0,1
85,1240596164178657280,66217,226249,সকলেই বরিস্তা হিসাবে করোনার বাইরে আসছিল,40,40,1.0,0,0,0,0,0,0
86,1242228808264155138,24570,99828,".@realdonaldtrump just said: “if it were up to the doctors, they'd shut down the entire world.” actually, if it were up to us, we'd save as many people as possible. we would follow the science &amp; evidence. we would never put politics ahead of the public's health covid19",274,273,0.9963503649635036,3,0,0,0,0,1
87,1241924168263897089,24622,169922,"আমার এক সহকর্মী আজ কোভিড ১৯ থেকে মারা গেছেন। খুব বেশি বয়সী না, দুর্দান্ত লোক আমরা কয়েক সপ্তাহ আগে একসাথে বসেছিলাম, যা কিছু কথা বলছিলাম। পরের বার যখন আমি তাকে দেখলাম তখন তাকে আইকিউতে ভর্তি করা হয়েছিল। এবং আমি তাকে শেষবারের মতো দেখলাম। আমার সারা শরীর অসাড় বোধ করে।",266,262,0.9849624060150376,16,0,0,0,0,1
88,1241019106771558401,23540,170999,যদি আপনি আমাকে নতুন বছরগুলিতে বলেছিলেন যে ২০২০ এর 3 মাসের মধ্যে: -কোব ব্রায়ান্ট মারা গেছে - আমরা কোভিড -19-স্কুল থেকে খেলা বন্ধ রাখতে পারি এবং খেলাধুলা বন্ধ করে দেওয়া হয় - টম ব্র্যাডি হ'ল টাম্পা বে বুকানির আমি বৈধভাবে ভাবতাম বিশ্বের শেষ ছিল।,270,237,0.8777777777777778,18,0,0,0,0,1
89,1241566743815913472,32185,26351,"ইয়া আল্লাহ, আপনি ইতিমধ্যে তাদেরকে বিশ্বজুড়ে আমাদের চেয়ে অনেক বেশি বিশাল পরীক্ষা দিয়েছেন। এটি যদি তাদের নিজের কল্যাণের জন্য হয় তবে তাদেরকে এটির মধ্য দিয়ে যাওয়ার জন্য শক্তি দিন।",151,148,0.9801324503311258,3,0,0,0,0,0
90,1242195174257819651,24416,185999,"একদিন, যদি সে চায়, এবং যখন এই সব শেষ হয়ে যায়, আমি লক্ষ্য করে তার সাথে আমার ফ্রিকিক্স অনুশীলন করতে চাই! আপনি কি মনে করেন?",126,124,0.9841269841269841,3,1,1,1,1,0
91,1242282560106958854,23051,77230,থ্রেড: আরও ভাল সময় এবং কার্যকরী অর্থনীতিতে ফিরে আসার দৃ strong় এবং বোধগম্য ইচ্ছা রয়েছে। তবে কারও কাছে এটি হারাতে হবে না যে এতক্ষণে কোভিড -১৯ আমাদের বৃহত্তম শহরগুলিতে অনিয়ন্ত্রিতভাবে ছড়িয়ে পড়েছে ততক্ষণ কার্যক্ষম অর্থনীতি এবং সমাজের মতো কিছুই নেই।,279,279,1.0,8,0,0,0,0,0
